artist,track,endtime,msplayed,album,saved,uri
Cartel De Santa,Ahora Sí Voy a Lokear,2022-01-07 04:13,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-01-08 01:21,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-01-29 17:07,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-01-31 02:17,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-01-31 05:48,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-01-31 14:45,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-02-03 15:22,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-02-22 16:44,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-04-09 22:59,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-07-18 16:24,56216,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Ahora Sí Voy a Lokear,2022-07-18 16:34,319933,Volumen Prohibido,False,spotify:track:6Uoo5lezIiXJFMfyEua40e
Cartel De Santa,Andamos Zumbando,2022-01-12 03:27,138960,Golpe Avisa,True,spotify:track:0Q8FrTCLosiJMln6mkS9EZ
Cartel De Santa,Andamos Zumbando,2022-01-24 15:51,172257,Golpe Avisa,True,spotify:track:0Q8FrTCLosiJMln6mkS9EZ
Cartel De Santa,Andamos Zumbando,2022-01-25 14:45,138960,Golpe Avisa,True,spotify:track:0Q8FrTCLosiJMln6mkS9EZ
Cartel De Santa,Andamos Zumbando,2022-02-03 15:40,130660,Golpe Avisa,True,spotify:track:0Q8FrTCLosiJMln6mkS9EZ
Cartel De Santa,Andamos Zumbando,2022-04-09 23:18,138960,Golpe Avisa,True,spotify:track:0Q8FrTCLosiJMln6mkS9EZ
Cartel De Santa,Andamos Zumbando,2022-08-19 21:34,138960,Golpe Avisa,True,spotify:track:0Q8FrTCLosiJMln6mkS9EZ
Cartel De Santa,Asesino de Acesinos,2022-01-29 19:47,222413,,,
Cartel De Santa,Babo Regresa,2022-01-25 15:02,182120,Vol. 4,False,spotify:track:5w972Sh8AQGfgGa686PrkK
Cartel De Santa,Bombos y Tarolas,2022-05-08 02:21,95402,Sincopa,False,spotify:track:5MyEACD2kRFeh231Z6FkdE
Cartel De Santa,Brillo Humillo,2022-01-25 15:14,85200,Vol. 4,False,spotify:track:3ttaDFZe3FjhxZAWNux7cr
Cartel De Santa,Brillo Humillo,2022-01-25 15:29,256853,Vol. 4,False,spotify:track:3ttaDFZe3FjhxZAWNux7cr
Cartel De Santa,Bullyar,2022-01-25 14:59,76384,,,
Cartel De Santa,Burbujas de Cristal,2022-01-30 15:47,224624,,,
Cartel De Santa,Burreros,2022-01-29 19:57,185133,,,
Cartel De Santa,Cannabis,2022-01-29 19:50,198800,,,
Cartel De Santa,Clika Nostra,2022-01-16 17:48,216733,Viejo Marihuano,True,spotify:track:2UuSxKoaGBU3oqWzZA7oaZ
Cartel De Santa,Clika Nostra,2022-03-27 00:57,216734,Viejo Marihuano,True,spotify:track:2UuSxKoaGBU3oqWzZA7oaZ
Cartel De Santa,Clika Nostra,2022-08-15 20:47,216733,Viejo Marihuano,True,spotify:track:2UuSxKoaGBU3oqWzZA7oaZ
Cartel De Santa,Clika Nostra,2022-08-17 23:37,216733,Viejo Marihuano,True,spotify:track:2UuSxKoaGBU3oqWzZA7oaZ
Cartel De Santa,Clika Nostra,2022-09-09 23:59,216733,Viejo Marihuano,True,spotify:track:2UuSxKoaGBU3oqWzZA7oaZ
Cartel De Santa,Clika Nostra,2022-11-04 15:34,216733,Viejo Marihuano,True,spotify:track:2UuSxKoaGBU3oqWzZA7oaZ
Cartel De Santa,Con el Coco Rapado,2022-01-16 17:14,242733,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Con el Coco Rapado,2022-01-23 00:39,242733,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Con el Coco Rapado,2022-02-02 04:05,242733,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Con el Coco Rapado,2022-03-05 22:12,242733,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Con el Coco Rapado,2022-04-09 23:05,242733,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Con el Coco Rapado,2022-05-08 02:24,197077,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Con el Coco Rapado,2022-07-03 03:21,242733,Sincopa,False,spotify:track:13mi6Ut0rcnvj88hLsTHDx
Cartel De Santa,Conexión Puerto Rico (feat. Tego Calderón),2022-08-17 22:39,220386,Vol. II,True,spotify:track:6HmbxFHqanr8i6CsZfbokq
Cartel De Santa,Conexión Puerto Rico (feat. Tego Calderón),2022-09-01 16:15,220386,Vol. II,True,spotify:track:6HmbxFHqanr8i6CsZfbokq
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-01-05 02:47,235226,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-01-07 03:48,235226,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-02-03 15:30,235226,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-02-21 02:41,170782,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-04-09 23:01,130967,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-05-28 17:06,175736,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-08-10 21:48,235226,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Conexión Vieja Escuela (feat. Sinful),2022-09-07 15:22,235226,Volumen Prohibido,True,spotify:track:3A1CiVw4NdW6dKuMjftnJc
Cartel De Santa,Crónica Babilonia (feat. Mr. Pomel Y El Basi De Efecto),2022-06-30 16:30,292786,Vol. II,False,spotify:track:1cOJJjWQ8hLDoIhXdlKSnh
Cartel De Santa,Cuando Babo Zumba,2022-01-25 15:06,227840,Vol. 4,False,spotify:track:27vQfQx78oDLpT6kVn0Fb5
Cartel De Santa,Cuando Babo Zumba,2022-01-25 15:18,227840,Vol. 4,False,spotify:track:27vQfQx78oDLpT6kVn0Fb5
Cartel De Santa,Culón Culito,2022-06-05 23:53,223560,Viejo Marihuano,False,spotify:track:2JNqLKnqJejNzrmRLNFNFL
Cartel De Santa,Dale Fuego,2022-01-23 00:41,122258,Sincopa,False,spotify:track:0UEVnInaer1Ien18Po3BCL
Cartel De Santa,De México el Auténtico,2022-01-25 15:36,196760,Vol. 4,False,spotify:track:1TkdFLhO4yRxwcqOjvT6MO
Cartel De Santa,Doctor Marihuana,2022-01-08 01:54,266466,Golpe Avisa,True,spotify:track:4jzUIyAeosr1rNU9vlBDOv
Cartel De Santa,Doctor Marihuana,2022-03-06 02:39,91170,Golpe Avisa,True,spotify:track:4jzUIyAeosr1rNU9vlBDOv
Cartel De Santa,Doctor Marihuana,2022-08-10 18:58,266466,Golpe Avisa,True,spotify:track:4jzUIyAeosr1rNU9vlBDOv
Cartel De Santa,Doctor Marihuana,2022-11-04 16:47,266466,Golpe Avisa,True,spotify:track:4jzUIyAeosr1rNU9vlBDOv
Cartel De Santa,El Cabrón,2022-01-25 15:10,239706,Vol. 4,False,spotify:track:40HxZ8rPnqaVTNhjbSRjpC
Cartel De Santa,El Cabrón,2022-01-25 15:22,239706,Vol. 4,False,spotify:track:40HxZ8rPnqaVTNhjbSRjpC
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-01-05 02:52,275920,,,
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-01-07 03:53,275920,,,
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-01-08 01:16,275920,,,
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-01-29 16:44,80705,,,
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-01-30 14:26,275920,,,
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-01-31 02:11,275920,,,
Cartel De Santa,El Dolor del Micro (feat. Julieta Venegas),2022-02-03 15:35,275920,,,
Cartel De Santa,"El Ratón y el Queso (feat. El Millonario, Vida Baja, Cachorro, Wichi & Big Man)",2022-01-21 03:58,473445,Sincopa,False,spotify:track:0cZauExMq5UUsra2dM6g3c
Cartel De Santa,"El Ratón y el Queso (feat. El Millonario, Vida Baja, Cachorro, Wichi & Big Man)",2022-01-23 04:36,263125,Sincopa,False,spotify:track:0cZauExMq5UUsra2dM6g3c
Cartel De Santa,Es de Ley,2022-01-08 01:58,234200,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Es de Ley,2022-01-19 20:02,234200,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Es de Ley,2022-01-25 14:58,234200,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Es de Ley,2022-04-09 23:30,234200,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Es de Ley,2022-06-12 00:59,214970,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Es de Ley,2022-08-12 22:18,234200,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Es de Ley,2022-11-08 17:35,234200,Golpe Avisa,True,spotify:track:6BtJgy7K98DgzCO8tRvEbw
Cartel De Santa,Filosofia Ritmica,2022-01-25 15:13,177746,Vol. 4,False,spotify:track:4k7XpPSzMgNrnWyFznTGGV
Cartel De Santa,Filosofia Ritmica,2022-01-25 15:25,177746,Vol. 4,False,spotify:track:4k7XpPSzMgNrnWyFznTGGV
Cartel De Santa,Hay Mamita,2022-01-25 15:40,207653,Vol. 4,False,spotify:track:2JHsbijtdhR3GLYxspkwIW
Cartel De Santa,Hey Si Me Ven,2022-01-05 02:44,223066,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Hey Si Me Ven,2022-01-07 03:24,223066,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Hey Si Me Ven,2022-01-21 03:50,223066,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Hey Si Me Ven,2022-03-22 14:01,223066,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Hey Si Me Ven,2022-03-27 00:50,223086,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Hey Si Me Ven,2022-05-23 18:41,223066,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Hey Si Me Ven,2022-09-09 21:36,223066,Volumen Prohibido,True,spotify:track:1dndIoArEd9c27oqi4Wqmd
Cartel De Santa,Jake Mate (feat. Jaken),2022-01-29 19:53,145586,,,
Cartel De Santa,La Pelotona,2022-01-05 02:40,221586,Cartel De Santa,True,spotify:track:3msi3GShzgiIAuCrbx2XNj
Cartel De Santa,La Pelotona,2022-01-07 03:20,221586,Cartel De Santa,True,spotify:track:3msi3GShzgiIAuCrbx2XNj
Cartel De Santa,La Pelotona,2022-01-08 01:50,221600,Cartel De Santa,True,spotify:track:3msi3GShzgiIAuCrbx2XNj
Cartel De Santa,La Pelotona,2022-01-30 00:05,177781,Cartel De Santa,True,spotify:track:3msi3GShzgiIAuCrbx2XNj
Cartel De Santa,La Pelotona,2022-05-15 00:34,221586,Cartel De Santa,True,spotify:track:3msi3GShzgiIAuCrbx2XNj
Cartel De Santa,La Pelotona,2022-08-20 14:33,221586,Cartel De Santa,True,spotify:track:3msi3GShzgiIAuCrbx2XNj
Cartel De Santa,La Plaga del Rap (feat. Arianna Puello),2022-06-08 01:18,101211,Vol. II,True,spotify:track:2vgz23yH28DPCsJHWU25LT
Cartel De Santa,La Plaga del Rap (feat. Arianna Puello),2022-07-12 21:07,250826,Vol. II,True,spotify:track:2vgz23yH28DPCsJHWU25LT
Cartel De Santa,La Plaga del Rap (feat. Arianna Puello),2022-08-19 03:22,250826,Vol. II,True,spotify:track:2vgz23yH28DPCsJHWU25LT
Cartel De Santa,La Plaga del Rap (feat. Arianna Puello),2022-09-10 00:56,250826,Vol. II,True,spotify:track:2vgz23yH28DPCsJHWU25LT
Cartel De Santa,Leve,2022-01-21 03:30,225240,Viejo Marihuano,True,spotify:track:00jpfco62YfQj1BBYCCuKH
Cartel De Santa,Leve,2022-04-09 23:11,218230,Viejo Marihuano,True,spotify:track:00jpfco62YfQj1BBYCCuKH
Cartel De Santa,Leve,2022-09-06 23:16,225240,Viejo Marihuano,True,spotify:track:00jpfco62YfQj1BBYCCuKH
Cartel De Santa,Mi Ciudad,2022-01-16 17:35,208106,Cartel De Santa,False,spotify:track:5R1kZeXcHwmU2hpPyyjCu1
Cartel De Santa,Mi Ciudad,2022-05-12 23:22,208106,Cartel De Santa,False,spotify:track:5R1kZeXcHwmU2hpPyyjCu1
Cartel De Santa,Mi Ciudad,2022-06-30 15:47,208106,Cartel De Santa,False,spotify:track:5R1kZeXcHwmU2hpPyyjCu1
Cartel De Santa,Mobster Paradise,2022-01-24 02:16,249941,Sincopa,False,spotify:track:2Y7xCuGRin6dCidT7pHbrR
Cartel De Santa,México Lindo y Bandido,2022-02-02 04:09,189666,,,
Cartel De Santa,NTN,2022-01-05 02:36,233081,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-05 02:36,233081,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-01-07 03:17,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-07 03:17,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-01-08 01:11,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-08 01:11,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-01-29 16:43,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-29 16:43,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-01-29 19:39,125454,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-29 19:39,125454,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-01-30 00:02,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-30 00:02,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-01-31 02:07,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-01-31 02:07,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-02-01 16:27,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-02-01 16:27,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-02-03 15:27,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-02-03 15:27,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-02-05 18:52,209109,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-02-05 18:52,209109,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-03-05 21:06,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-03-05 21:06,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-03-26 23:36,244024,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-03-26 23:36,244024,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-06-11 01:26,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-06-11 01:26,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-08-15 20:58,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-08-15 20:58,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-08-16 18:48,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-08-16 18:48,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,NTN,2022-11-28 17:17,244000,Cartel De Santa,False,spotify:track:4uW7wQZ3i4RivW2yoh11vq
Cartel De Santa,NTN,2022-11-28 17:17,244000,Rapza 4,True,spotify:track:7FaqhykdyPVQs6gPa0dveb
Cartel De Santa,Para Cada Loco,2022-01-21 03:46,214800,,,
Cartel De Santa,Perros,2022-01-29 20:00,218066,Cartel De Santa,False,spotify:track:14qnJ3HKmlKo1hwBQKJaB8
Cartel De Santa,Perros,2022-02-02 14:16,127663,Cartel De Santa,False,spotify:track:14qnJ3HKmlKo1hwBQKJaB8
Cartel De Santa,Puro Cartel Pa' Arriba (feat. Mery Dee),2022-01-25 15:33,236786,Vol. 4,False,spotify:track:7tUhY5VCxnFaOZEyVuOLAB
Cartel De Santa,Quinto Elemento,2022-01-29 20:04,201533,,,
Cartel De Santa,Quinto Elemento,2022-07-26 01:59,60885,,,
Cartel De Santa,Rima 1,2022-01-29 19:53,40866,,,
Cartel De Santa,Rima 2,2022-01-29 20:04,40053,,,
Cartel De Santa,Si Te Vienen a Contar,2022-01-24 15:54,159439,Golpe Avisa,False,spotify:track:1qNUhmx3rGjiMRThz7Eruv
Cartel De Santa,Si Te Vienen a Contar,2022-01-25 14:49,219573,Golpe Avisa,False,spotify:track:1qNUhmx3rGjiMRThz7Eruv
Cartel De Santa,Soy Quien Soy,2022-01-08 01:46,213440,,,
Cartel De Santa,Soy Quien Soy,2022-02-02 04:58,76429,,,
Cartel De Santa,Suena Mamal***,2022-01-25 14:54,285013,Golpe Avisa,True,spotify:track:3qTatqQ0vzzztgYdaQGEmV
Cartel De Santa,Suena Mamal***,2022-08-17 00:06,285013,Golpe Avisa,True,spotify:track:3qTatqQ0vzzztgYdaQGEmV
Cartel De Santa,Suena Mamal***,2022-09-08 16:23,285013,Golpe Avisa,True,spotify:track:3qTatqQ0vzzztgYdaQGEmV
Cartel De Santa,Todas Mueren por Mí,2022-01-25 21:36,52039,Greatest - Hits,False,spotify:track:2uMoRVFsd7ET4bLrDqu6y8
Cartel De Santa,Todas Mueren por Mí,2022-01-29 19:43,223093,Greatest - Hits,False,spotify:track:2uMoRVFsd7ET4bLrDqu6y8
Cartel De Santa,Traficando Rimas,2022-02-02 04:13,275480,Sincopa,True,spotify:track:2B7crrdW4svDILuMtRSvNg
Cartel De Santa,Traficando Rimas,2022-07-14 04:10,275480,Sincopa,True,spotify:track:2B7crrdW4svDILuMtRSvNg
Cartel De Santa,Traficando Rimas,2022-07-18 15:15,275480,Sincopa,True,spotify:track:2B7crrdW4svDILuMtRSvNg
Cartel De Santa,Traficando Rimas,2022-11-17 20:23,275480,Sincopa,True,spotify:track:2B7crrdW4svDILuMtRSvNg
Cartel De Santa,Vato Sencillo,2022-01-30 15:19,183093,Vol. 4,True,spotify:track:1QkDbaPjLHycyBsJzOHexj
Cartel De Santa,Vato Sencillo,2022-04-09 22:45,183093,Vol. 4,True,spotify:track:1QkDbaPjLHycyBsJzOHexj
Cartel De Santa,Vato Sencillo,2022-06-05 23:22,183093,Vol. 4,True,spotify:track:1QkDbaPjLHycyBsJzOHexj
Cartel De Santa,Vato Sencillo,2022-06-30 15:34,183093,Vol. 4,True,spotify:track:1QkDbaPjLHycyBsJzOHexj
Cartel De Santa,Vato Sencillo,2022-08-10 20:56,183093,Vol. 4,True,spotify:track:1QkDbaPjLHycyBsJzOHexj
Cartel De Santa,Vato Sencillo,2022-11-04 15:28,183093,Vol. 4,True,spotify:track:1QkDbaPjLHycyBsJzOHexj
Cartel De Santa,Vaya Vaya,2022-01-30 15:30,185236,,,
Cartel De Santa,Volar Volar,2022-01-23 00:47,343872,Sincopa,True,spotify:track:41xUxmveSZGzWBIbinRapn
Cartel De Santa,Volar Volar,2022-01-24 02:29,216000,Sincopa,True,spotify:track:41xUxmveSZGzWBIbinRapn
Cartel De Santa,Volar Volar,2022-11-10 16:48,293360,Sincopa,True,spotify:track:41xUxmveSZGzWBIbinRapn
Cartel De Santa,Volar Volar,2022-11-13 23:26,33479,Sincopa,True,spotify:track:41xUxmveSZGzWBIbinRapn
Cartel De Santa,Volar Volar,2022-11-14 01:27,259812,Sincopa,True,spotify:track:41xUxmveSZGzWBIbinRapn
Cartel De Santa,Wacha Están Maman** Riata,2022-01-08 06:30,56479,,,
Chalino Sanchez,Nieves De Enero,2022-05-12 17:52,158104,Nieves De Enero,False,spotify:track:5BNSV9jHfAonGIafTU4Wrs
Chalino Sanchez,Nieves De Enero,2022-07-12 00:42,213159,Nieves De Enero,False,spotify:track:5BNSV9jHfAonGIafTU4Wrs
Chamin Correa,La Barca / Tu Condena / El Reloj,2022-09-21 23:05,248420,Coleccion De Oro,True,spotify:track:4zU0JhDu2f1Zojz2LlCwuI
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2021-12-28 05:04,200500,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2021-12-28 21:58,200500,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2021-12-30 00:33,200500,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2022-01-01 18:55,200500,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2022-01-01 20:00,200500,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2022-05-01 15:50,200500,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,"50 Porros, 5 Pelis y 1 Tele Philips",2022-06-08 17:31,173290,¿Cómo Terminamos Aquí?,False,spotify:track:1qv0hTTwT1L2VzIV9wVbBa
Charles Ans,777,2022-05-06 21:06,188500,,,
Charles Ans,777,2022-06-04 02:36,188500,,,
Charles Ans,7:21,2022-01-12 03:25,485927,7:21,True,spotify:track:4Mvyt5WBaDIPbaPLycMidE
Charles Ans,7:21,2022-02-15 22:43,262250,7:21,True,spotify:track:4Mvyt5WBaDIPbaPLycMidE
Charles Ans,7:21,2022-07-14 13:25,262250,7:21,True,spotify:track:4Mvyt5WBaDIPbaPLycMidE
Charles Ans,7:21,2022-10-25 22:48,230676,7:21,True,spotify:track:4Mvyt5WBaDIPbaPLycMidE
Charles Ans,Afrutadita - Live Session,2021-12-30 03:40,287550,Los Raros del Salón,False,spotify:track:3tjxcoUb3DJiTDtia3n3LM
Charles Ans,Afrutadita - Live Session,2022-01-02 17:00,287550,Los Raros del Salón,False,spotify:track:3tjxcoUb3DJiTDtia3n3LM
Charles Ans,Amatista - Live Session,2022-01-02 17:08,230000,,,
Charles Ans,Bacanora,2022-06-04 02:46,160088,,,
Charles Ans,Blue Moon,2021-12-30 03:44,231600,Los Raros del Salón,False,spotify:track:2ugErwsjum7Jao6HVgVh8X
Charles Ans,Boleto de Ida,2021-12-28 04:52,198000,,,
Charles Ans,Boleto de Ida,2021-12-28 04:57,198000,,,
Charles Ans,Boleto de Ida,2021-12-28 21:51,198000,,,
Charles Ans,Boleto de Ida,2021-12-28 22:20,59908,,,
Charles Ans,Boleto de Ida,2022-01-01 18:49,198000,,,
Charles Ans,Boleto de Ida,2022-01-01 19:53,198000,,,
Charles Ans,Café,2022-01-13 16:46,205333,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-01-13 16:46,205333,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
Charles Ans,Café,2022-05-11 18:48,201687,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-05-11 18:48,201687,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
Charles Ans,Café,2022-07-14 04:02,205333,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-07-14 04:02,205333,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
Charles Ans,Café,2022-08-13 19:50,201687,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-08-13 19:50,201687,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
Charles Ans,Café,2022-09-01 23:07,48450,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-09-01 23:07,48450,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
Charles Ans,Café,2022-09-19 20:09,205333,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-09-19 20:09,205333,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
Charles Ans,Café,2022-11-10 17:02,201687,Café,True,spotify:track:3sb6NagmHdUeFIH02QIqrq
Charles Ans,Café,2022-11-10 17:02,201687,Sui Géneris,True,spotify:track:7uQOMsqi4Hnpuoa3o7gZEB
