artist,track,endtime,msplayed,album,saved,uri
A Tribe Called Quest,Excursions,2022-01-28 21:59,41865,,,
A$AP Ferg,Plain Jane,2022-03-27 02:20,173600,Still Striving,True,spotify:track:4dVpf9jZjcORqGTLUaeYj9
A$AP Ferg,Plain Jane,2022-11-29 01:31,173600,Still Striving,True,spotify:track:4dVpf9jZjcORqGTLUaeYj9
A.C.O,De Madrugada,2022-01-21 02:55,220757,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
A.C.O,De Madrugada,2022-07-18 15:48,220757,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
A.C.O,De Madrugada,2022-08-10 19:04,182072,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
A.C.O,De Madrugada,2022-08-10 20:50,38662,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
A.C.O,De Madrugada,2022-08-12 21:50,167581,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
A.C.O,De Madrugada,2022-09-09 22:33,220757,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
A.C.O,De Madrugada,2022-09-19 20:06,220757,De Madrugada,True,spotify:track:280QqgbMrLeMs6B80mIPG2
Ab-Soul,D.R.U.G.S.,2022-04-05 22:59,356832,Do What Thou Wilt.,False,spotify:track:09avKKLKXaJcbeaGTmLCOs
Ab-Soul,D.R.U.G.S.,2022-07-16 17:35,356832,Do What Thou Wilt.,False,spotify:track:09avKKLKXaJcbeaGTmLCOs
Ab-Soul,D.R.U.G.S.,2022-07-20 19:00,356832,Do What Thou Wilt.,False,spotify:track:09avKKLKXaJcbeaGTmLCOs
Acentoh,El Virus,2022-02-18 04:15,226471,El Virus,True,spotify:track:0weocHib1DiLJxotouublX
Acentoh,El Virus,2022-08-10 21:18,251904,El Virus,True,spotify:track:0weocHib1DiLJxotouublX
Acentoh,El Virus,2022-08-17 23:27,116048,El Virus,True,spotify:track:0weocHib1DiLJxotouublX
Acentoh,El Virus,2022-11-08 17:46,251904,El Virus,True,spotify:track:0weocHib1DiLJxotouublX
Achepe,Semilla,2022-11-07 19:09,250339,Semilla,True,spotify:track:1sccackZF4sZ3j3HGbzxE4
Achepe,Semilla,2022-11-17 20:05,250339,Semilla,True,spotify:track:1sccackZF4sZ3j3HGbzxE4
Aczino,El G.O.A.T.,2022-12-17 19:42,110271,El G.O.A.T.,True,spotify:track:0gsXBDtQMWBJPpl58X2fNO
Aczino,Yo Soy El Rey,2022-01-14 01:56,292559,Hardcore Rulez,True,spotify:track:66uODGIU3bnjmu4sL92rQF
Aczino,Yo Soy El Rey,2022-07-12 21:34,166749,Hardcore Rulez,True,spotify:track:66uODGIU3bnjmu4sL92rQF
Aczino,Yo Soy El Rey,2022-08-12 22:23,292559,Hardcore Rulez,True,spotify:track:66uODGIU3bnjmu4sL92rQF
Aczino,Yo Soy El Rey,2022-09-10 01:07,292559,Hardcore Rulez,True,spotify:track:66uODGIU3bnjmu4sL92rQF
Adn Maya Colectivo,Laayli' kuxa'ano'one,2022-11-05 15:41,224746,Black Panther: Wakanda Forever - Music From and Inspired By,True,spotify:track:6qBYHKN99lH5cZBHbfju1q
Adán Cruz,Al Revés,2021-12-28 03:00,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-28 04:43,186062,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-28 22:56,380540,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-30 03:59,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-30 04:12,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-30 14:54,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-31 01:57,151042,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-31 02:00,123187,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2021-12-31 04:00,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2022-01-17 22:43,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2022-02-22 16:48,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Al Revés,2022-03-31 22:47,232000,Necesitaba Estar Hecho,False,spotify:track:50HQhGR7vgorRGHSRLS16M
Adán Cruz,Alma Tornasol,2021-12-31 04:10,196686,Necesitaba Estar Hecho,False,spotify:track:7636nP8BXuoxjVw1x76Erh
Adán Cruz,Astronauta de Tus Lunares,2022-08-17 14:41,156500,,,
Adán Cruz,Be Alright,2021-12-30 04:02,164000,Necesitaba Estar Hecho,False,spotify:track:4fyxtLbwPvL61EIRdXYBIK
Adán Cruz,Be Alright,2021-12-30 14:57,164000,Necesitaba Estar Hecho,False,spotify:track:4fyxtLbwPvL61EIRdXYBIK
Adán Cruz,Be Alright,2022-01-17 22:52,164000,Necesitaba Estar Hecho,False,spotify:track:4fyxtLbwPvL61EIRdXYBIK
Adán Cruz,Be Alright,2022-08-13 20:02,164000,Necesitaba Estar Hecho,False,spotify:track:4fyxtLbwPvL61EIRdXYBIK
Adán Cruz,Cbb,2021-12-28 02:48,186000,,,
Adán Cruz,Cbb,2021-12-28 22:42,186000,,,
Adán Cruz,Cola,2021-12-28 00:33,190000,Necesitaba Estar Hecho,False,spotify:track:03JRYiGqFHGiGNnIljr0S2
Adán Cruz,Cola,2021-12-28 22:33,190000,Necesitaba Estar Hecho,False,spotify:track:03JRYiGqFHGiGNnIljr0S2
Adán Cruz,Cry Again,2021-12-28 23:00,52074,Necesitaba Estar Hecho,False,spotify:track:4V2kepKH4Iq8hmGghu2n3v
Adán Cruz,Cry Again,2021-12-30 04:06,222000,Necesitaba Estar Hecho,False,spotify:track:4V2kepKH4Iq8hmGghu2n3v
Adán Cruz,Cry Again,2021-12-30 15:00,185110,Necesitaba Estar Hecho,False,spotify:track:4V2kepKH4Iq8hmGghu2n3v
Adán Cruz,Cry Again,2022-05-30 02:35,222000,Necesitaba Estar Hecho,False,spotify:track:4V2kepKH4Iq8hmGghu2n3v
Adán Cruz,Gané,2021-12-28 02:56,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2021-12-28 22:50,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2021-12-30 03:56,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2021-12-30 14:50,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2021-12-31 01:54,86706,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2021-12-31 01:58,89647,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2021-12-31 03:56,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2022-02-24 01:04,284994,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2022-03-05 17:09,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2022-03-12 15:29,111948,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2022-03-12 15:32,34141,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2022-08-20 04:05,230966,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Gané,2022-11-17 19:36,464000,Necesitaba Estar Hecho,True,spotify:track:13LEbH5khnWPF8eG7017fN
Adán Cruz,Malona,2022-06-08 01:09,180062,Malona,False,spotify:track:5ENfygeOuZXT6Ug7ind40j
Adán Cruz,Malona,2022-08-12 20:54,221827,Malona,False,spotify:track:5ENfygeOuZXT6Ug7ind40j
Adán Cruz,Malona,2022-08-15 18:00,180062,Malona,False,spotify:track:5ENfygeOuZXT6Ug7ind40j
Adán Cruz,Malona,2022-08-17 22:36,180062,Malona,False,spotify:track:5ENfygeOuZXT6Ug7ind40j
Adán Cruz,Malona,2022-11-28 17:48,180062,Malona,False,spotify:track:5ENfygeOuZXT6Ug7ind40j
Adán Cruz,Mucho Plastic,2021-12-28 02:45,135275,,,
Adán Cruz,Mucho Plastic,2021-12-28 22:39,135275,,,
Adán Cruz,Pausa,2021-12-28 03:47,95384,,,
Adán Cruz,Pausa,2021-12-28 22:59,151040,,,
Adán Cruz,Pausa,2021-12-31 04:05,274000,,,
Adán Cruz,Por Andar Acelerado,2022-05-24 16:46,79402,Por Andar Acelerado,False,spotify:track:4UbkQQN65WPr4rEep7DjIe
Adán Cruz,Por Andar Acelerado,2022-05-25 14:05,221857,Por Andar Acelerado,False,spotify:track:4UbkQQN65WPr4rEep7DjIe
Adán Cruz,Por Andar Acelerado,2022-06-05 01:53,221857,Por Andar Acelerado,False,spotify:track:4UbkQQN65WPr4rEep7DjIe
Adán Cruz,Por Andar Acelerado,2022-08-12 20:50,221857,Por Andar Acelerado,False,spotify:track:4UbkQQN65WPr4rEep7DjIe
Adán Cruz,Por Andar Acelerado,2022-11-13 17:42,221857,Por Andar Acelerado,False,spotify:track:4UbkQQN65WPr4rEep7DjIe
Adán Cruz,Temgesic,2021-12-28 02:43,385663,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2021-12-28 22:37,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2021-12-30 03:48,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2021-12-30 14:43,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2021-12-31 01:53,149791,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-01-12 02:48,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-01-15 01:24,181568,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-01-17 22:29,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-02-14 00:31,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-03-03 02:43,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-06-05 01:49,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-08-12 20:46,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,Temgesic,2022-09-01 18:57,205677,Necesitaba Estar Hecho,False,spotify:track:3tQlXVYHFcNgEVQhgBfwvg
Adán Cruz,UFO,2022-01-16 17:58,335782,UFO,True,spotify:track:5eVrZCF5tGEfVQf375aQVc
Adán Cruz,UFO,2022-08-12 20:43,223097,UFO,True,spotify:track:5eVrZCF5tGEfVQf375aQVc
Adán Cruz,UFO,2022-11-14 18:30,335782,UFO,True,spotify:track:5eVrZCF5tGEfVQf375aQVc
Adán Cruz,UFO,2022-11-17 19:50,335782,UFO,True,spotify:track:5eVrZCF5tGEfVQf375aQVc
Akapellah,6 AM,2022-06-12 01:20,89353,Goldo Funky,True,spotify:track:0TcBdP8MSugpUPhm0xzGHe
Akapellah,6 AM,2022-08-12 22:32,255800,Goldo Funky,True,spotify:track:0TcBdP8MSugpUPhm0xzGHe
Akapellah,Akapelinho,2022-05-20 06:24,188391,Akapelinho,False,spotify:track:25qFhaCAsjEWoNXhk3puiV
Akapellah,Akapelinho,2022-07-20 22:13,188391,Akapelinho,False,spotify:track:25qFhaCAsjEWoNXhk3puiV
Akapellah,Akapelinho,2022-07-24 02:11,188391,Akapelinho,False,spotify:track:25qFhaCAsjEWoNXhk3puiV
Akapellah,Big Bills,2022-05-20 06:00,203973,Goldo Funky,True,spotify:track:4tsRRPcyzGXpxIiu2pqDec
Akapellah,Big Bills,2022-11-07 20:47,203973,Goldo Funky,True,spotify:track:4tsRRPcyzGXpxIiu2pqDec
Akapellah,Big Bills,2022-11-12 17:32,203973,Goldo Funky,True,spotify:track:4tsRRPcyzGXpxIiu2pqDec
Akapellah,Big Bills,2022-11-14 17:09,203973,Goldo Funky,True,spotify:track:4tsRRPcyzGXpxIiu2pqDec
Akapellah,Brinca,2022-07-02 21:16,171546,Brinca,True,spotify:track:4jozvW5Y0epi3quJI6YJf3
Akapellah,Brinca,2022-07-17 04:05,171546,Brinca,True,spotify:track:4jozvW5Y0epi3quJI6YJf3
Akapellah,Brinca,2022-11-04 17:01,171546,Brinca,True,spotify:track:4jozvW5Y0epi3quJI6YJf3
Akapellah,Brinca,2022-11-07 21:03,362109,Brinca,True,spotify:track:4jozvW5Y0epi3quJI6YJf3
Akapellah,Brinca,2022-11-07 22:48,171546,Brinca,True,spotify:track:4jozvW5Y0epi3quJI6YJf3
Akapellah,Cielo Gris,2022-02-18 20:17,197493,Cielo Gris,False,spotify:track:5fI917iIdPOYFuTV3t8GKt
Akapellah,Como Mario,2022-07-25 22:29,184000,Como Mario,False,spotify:track:54u0nhUqypduR2oMMmBvrg
Akapellah,Fiesta (Boombox Remix) [feat. Lil Supa],2022-07-02 16:13,188000,Fiesta (Boombox Remix) [feat. Lil Supa],True,spotify:track:2MLnvxhX9nV1C0U72y9zPz
Akapellah,Fiesta (Boombox Remix) [feat. Lil Supa],2022-07-27 20:02,188000,Fiesta (Boombox Remix) [feat. Lil Supa],True,spotify:track:2MLnvxhX9nV1C0U72y9zPz
Akapellah,Fiesta (Boombox Remix) [feat. Lil Supa],2022-11-17 20:09,188000,Fiesta (Boombox Remix) [feat. Lil Supa],True,spotify:track:2MLnvxhX9nV1C0U72y9zPz
Akapellah,Los Cheles,2022-05-19 13:28,271506,Los Cheles,True,spotify:track:4haNWqHYR17FH6rO4JLfab
Akapellah,Los Cheles,2022-11-08 17:31,271506,Los Cheles,True,spotify:track:4haNWqHYR17FH6rO4JLfab
Akapellah,Los Gordos (feat. DJ Khaled),2022-07-11 20:19,129856,Los Gordos (feat. DJ Khaled),True,spotify:track:6jSTqDdOevrQc9K2c2cdur
Akapellah,Los Gordos (feat. DJ Khaled),2022-09-09 02:59,172657,Los Gordos (feat. DJ Khaled),True,spotify:track:6jSTqDdOevrQc9K2c2cdur
Akapellah,Los Gordos (feat. DJ Khaled),2022-09-10 02:00,172657,Los Gordos (feat. DJ Khaled),True,spotify:track:6jSTqDdOevrQc9K2c2cdur
Akapellah,Los Gordos (feat. DJ Khaled),2022-11-10 16:58,172657,Los Gordos (feat. DJ Khaled),True,spotify:track:6jSTqDdOevrQc9K2c2cdur
Akapellah,Milki,2022-01-16 17:32,257026,Milki,True,spotify:track:6y2GBwBg3jE70j5G1xDWxh
Akapellah,Milki,2022-07-28 02:21,257026,Milki,True,spotify:track:6y2GBwBg3jE70j5G1xDWxh
Akapellah,Milki,2022-08-17 00:14,257026,Milki,True,spotify:track:6y2GBwBg3jE70j5G1xDWxh
Akapellah,Milki,2022-11-17 19:54,257026,Milki,True,spotify:track:6y2GBwBg3jE70j5G1xDWxh
Akapellah,Nostoy,2022-03-21 15:37,188333,Nostoy,True,spotify:track:50fYdv26spbBL12dHIPYry
Akapellah,Nostoy,2022-11-14 19:10,188333,Nostoy,True,spotify:track:50fYdv26spbBL12dHIPYry
Akapellah,Ímpetu,2022-03-21 15:51,96484,Ímpetu,False,spotify:track:4FPppGd7gS34WZi1Rjzw7v
Akasha,Lick,2022-01-18 01:40,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-10 16:57,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-10 16:59,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-11 16:20,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-12 17:18,131264,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-12 17:31,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-14 00:40,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-14 22:18,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-17 04:11,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-02-19 02:04,119599,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-03-01 21:39,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-03-05 21:17,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-03-24 04:01,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-04-12 21:54,103909,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-09-07 00:08,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akasha,Lick,2022-12-08 00:47,136226,Lick,True,spotify:track:1l9gwjr7SRHepNFio6MxLb
Akwid,El Principio,2022-03-22 01:53,236933,E.S.L.,False,spotify:track:09zkASczVbzDjRgitmuoW6
Akwid,El Principio,2022-06-05 23:30,236933,E.S.L.,False,spotify:track:09zkASczVbzDjRgitmuoW6
Akwid,Hollywood,2022-03-21 15:41,246173,Proyecto Akwid,True,spotify:track:2eSZtWz7A7JZ0sWsH0bLrp
Akwid,Hollywood,2022-06-07 13:56,192622,Proyecto Akwid,True,spotify:track:2eSZtWz7A7JZ0sWsH0bLrp
Akwid,Hollywood,2022-07-21 23:11,246173,Proyecto Akwid,True,spotify:track:2eSZtWz7A7JZ0sWsH0bLrp
Akwid,Hollywood,2022-08-19 02:53,246173,Proyecto Akwid,True,spotify:track:2eSZtWz7A7JZ0sWsH0bLrp
Akwid,Hollywood,2022-11-04 17:16,246173,Proyecto Akwid,True,spotify:track:2eSZtWz7A7JZ0sWsH0bLrp
Akwid,Mi Afición,2022-01-13 16:38,270293,KOMP 104.9 Radio Compa,False,spotify:track:2E36sO4oJvuTmhCt1ImjNB
Akwid,Mi Afición,2022-01-13 16:38,270293,KOMP 104.9 Radio Compa,False,spotify:track:5uA6YOi9X0wlW9HDtDlQH7
Akwid,No Hay Manera,2022-05-18 21:28,243466,Proyecto Akwid,False,spotify:track:4EWXUWHOsX3M2RPtCHibxW
Akwid,No Sé Porqué,2022-06-03 02:42,214040,KOMP 104.9 Radio Compa,True,spotify:track:3mqn3OG5gnfnMeXAb3wW04
Akwid,No Sé Porqué,2022-08-15 20:37,214040,KOMP 104.9 Radio Compa,True,spotify:track:3mqn3OG5gnfnMeXAb3wW04
Akwid,Voy A 90,2022-02-18 05:36,282819,Voy A 90,False,spotify:track:141Gr1VN9ZGEaNV72GIIYh
Akwid,loCO DEL BARRIO,2022-03-01 18:45,226000,reVOLVER,False,spotify:track:75hZqFRX6GrpfLZtegXBV4
Akwid,loCO DEL BARRIO,2022-07-18 15:56,226000,reVOLVER,False,spotify:track:75hZqFRX6GrpfLZtegXBV4
Alejandra Guzman,Eternamente Bella,2022-06-22 01:32,206946,,,
Alejandra Guzman,Mirala Miralo,2022-06-23 02:20,160796,,,
Aleman,$an Loco$ Hustler$,2022-08-15 17:57,234066,Rolemos Otro,True,spotify:track:3F7Nby9An0eNn2EWV2ojdM
Aleman,$an Loco$ Hustler$,2022-09-06 22:34,234066,Rolemos Otro,True,spotify:track:3F7Nby9An0eNn2EWV2ojdM
Aleman,$an Loco$ Hustler$,2022-11-04 16:09,234066,Rolemos Otro,True,spotify:track:3F7Nby9An0eNn2EWV2ojdM
Aleman,Astro 1,2022-02-10 20:58,196474,Eclipse,True,spotify:track:7BEgaFpJ63WpkhpYbmgbzW
Aleman,Astro 1,2022-05-20 05:03,196474,Eclipse,True,spotify:track:7BEgaFpJ63WpkhpYbmgbzW
Aleman,Astro 1,2022-05-29 22:29,137116,Eclipse,True,spotify:track:7BEgaFpJ63WpkhpYbmgbzW
Aleman,Astro 1,2022-07-20 15:18,35530,Eclipse,True,spotify:track:7BEgaFpJ63WpkhpYbmgbzW
Aleman,Astro 1,2022-09-09 21:24,196474,Eclipse,True,spotify:track:7BEgaFpJ63WpkhpYbmgbzW
Aleman,Bachas,2022-02-15 22:50,173915,Humo en la Trampa 2,False,spotify:track:6XI4w6AmxcSjiYjd7NQ2Ak
Aleman,Bachas,2022-05-29 22:23,141801,Humo en la Trampa 2,False,spotify:track:6XI4w6AmxcSjiYjd7NQ2Ak
Aleman,Bachas,2022-06-06 00:12,94143,Humo en la Trampa 2,False,spotify:track:6XI4w6AmxcSjiYjd7NQ2Ak
Aleman,Bombas,2022-11-04 15:48,245857,Bombas,True,spotify:track:32pqQaloLXiFbgl1Kf81SU
Aleman,Cabrón,2022-03-05 17:48,32684,Humo en la Trampa,True,spotify:track:0GTH5MLh4XlAunQKOrt2af
Aleman,Cabrón,2022-03-05 18:02,164870,Humo en la Trampa,True,spotify:track:0GTH5MLh4XlAunQKOrt2af
Aleman,Cabrón,2022-08-10 22:28,164870,Humo en la Trampa,True,spotify:track:0GTH5MLh4XlAunQKOrt2af
Aleman,Cabrón,2022-10-25 21:30,164870,Humo en la Trampa,True,spotify:track:0GTH5MLh4XlAunQKOrt2af
Aleman,Casa en la Montaña 3,2022-05-29 22:20,438280,,,
Aleman,Casa en la Montaña,2022-03-06 18:59,208944,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Casa en la Montaña,2022-07-20 00:45,208944,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Casa en la Montaña,2022-08-10 23:58,39125,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Casa en la Montaña,2022-08-12 22:38,208944,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Casa en la Montaña,2022-08-13 21:10,208944,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Casa en la Montaña,2022-10-25 21:27,208944,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Casa en la Montaña,2022-11-25 18:55,208944,Casa en la Montaña,True,spotify:track:4Mn8dsqfx1H8BhY6j6jXLN
Aleman,Categoría 5,2022-05-15 18:26,118201,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-07-14 01:18,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-07-28 03:27,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-08-29 16:56,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-17 23:43,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-18 09:08,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-18 20:55,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-19 02:08,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-22 18:14,104333,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-22 23:25,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5,2022-09-30 15:00,165714,Huracán,True,spotify:track:4t4GM7XWaNthFLmrkGc82L
Aleman,Categoría 5 / Huracán,2022-10-05 16:57,165714,Categoría 5 / Huracán,True,spotify:track:1WvJiky1CYAy6ZhhBVrckj
Aleman,Cream Team,2022-05-01 21:32,167045,,,
Aleman,Códigos,2021-12-31 19:54,98067,Huracán,False,spotify:track:3Nn7Fu7UmRwTJcOnHgj7op
Aleman,Cómo Diamante,2022-09-19 19:02,207218,Humo en la Trampa 3,True,spotify:track:76j6ISLdqxSKJBNGLL0fPb
Aleman,Cómo Diamante,2022-09-22 23:59,207218,Humo en la Trampa 3,True,spotify:track:76j6ISLdqxSKJBNGLL0fPb
Aleman,Dealers,2022-01-16 17:41,167804,Humo en la Trampa 2,True,spotify:track:5EnoBu7md14NMvd12Q10CI
Aleman,Dealers,2022-02-15 22:53,167804,Humo en la Trampa 2,True,spotify:track:5EnoBu7md14NMvd12Q10CI
Aleman,Dealers,2022-03-05 21:25,167804,Humo en la Trampa 2,True,spotify:track:5EnoBu7md14NMvd12Q10CI
Aleman,Dealers,2022-06-04 21:20,167804,Humo en la Trampa 2,True,spotify:track:5EnoBu7md14NMvd12Q10CI
Aleman,Dealers,2022-11-29 00:50,167804,Humo en la Trampa 2,True,spotify:track:5EnoBu7md14NMvd12Q10CI
Aleman,Dealers,2022-11-29 01:28,167804,Humo en la Trampa 2,True,spotify:track:5EnoBu7md14NMvd12Q10CI
Aleman,Don't Xplain,2022-09-27 17:41,220733,Huracán,True,spotify:track:24KadDZYaqRifd0eOVCPUy
Aleman,Don't Xplain,2022-10-03 17:00,220733,Huracán,True,spotify:track:24KadDZYaqRifd0eOVCPUy
Aleman,Don't Xplain,2022-10-03 23:27,244437,Huracán,True,spotify:track:24KadDZYaqRifd0eOVCPUy
Aleman,Don't Xplain,2022-10-10 20:26,220733,Huracán,True,spotify:track:24KadDZYaqRifd0eOVCPUy
Aleman,Don't Xplain,2022-11-29 00:34,336168,Huracán,True,spotify:track:24KadDZYaqRifd0eOVCPUy
Aleman,EYO,2021-12-31 19:01,205655,Huracán,False,spotify:track:50VID8NClGL3T4eJQhl9IX
Aleman,EYO,2022-01-05 14:51,205655,Huracán,False,spotify:track:50VID8NClGL3T4eJQhl9IX
Aleman,EYO,2022-01-14 15:01,205655,Huracán,False,spotify:track:50VID8NClGL3T4eJQhl9IX
Aleman,EYO,2022-01-30 15:39,205655,Huracán,False,spotify:track:50VID8NClGL3T4eJQhl9IX
Aleman,EYO,2022-05-29 22:30,83300,Huracán,False,spotify:track:50VID8NClGL3T4eJQhl9IX
Aleman,El Compa Ramiro,2022-02-10 15:47,199796,,,
Aleman,El Mexicano,2022-09-23 00:13,193733,Huracán,True,spotify:track:24a2AvxZM73Sg1zKtXdM3M
